AGE,DECIMALS,INDICATOR,COMP_BREAKDOWN_2,TIME_PERIOD,UNIT_TYPE,COMMENT_TS,URBANISATION,LATEST_DATA,DATABASE_ID,TIME_FORMAT,OBS_STATUS,COMP_BREAKDOWN_1,UNIT_MEASURE,REF_AREA,FREQ,AGG_METHOD,DATA_SOURCE,UNIT_MULT,COMMENT_OBS,OBS_CONF,OBS_VALUE,COMP_BREAKDOWN_3,SEX
_T,,WB_MPM_HEADCOUNT,_Z,2015,,,_T,False,WB_MPM,602,A,_Z,PT,CRI,A,,,0,,PU,1.88421,_Z,_T
_T,,WB_MPM_HEADCOUNT,_Z,2016,,,_T,False,WB_MPM,602,A,_Z,PT,CRI,A,,,0,,PU,1.68188,_Z,_T
_T,,WB_MPM_HEADCOUNT,_Z,2017,,,_T,False,WB_MPM,602,A,_Z,PT,CRI,A,,,0,,PU,1.42334,_Z,_T
_T,,WB_MPM_HEADCOUNT,_Z,2018,,,_T,False,WB_MPM,602,A,_Z,PT,CRI,A,,,0,,PU,1.74642,_Z,_T
_T,,WB_MPM_HEADCOUNT,_Z,2019,,,_T,False,WB_MPM,602,A,_Z,PT,CRI,A,,,0,,PU,1.16377,_Z,_T
_T,,WB_MPM_HEADCOUNT,_Z,2020,,,_T,False,WB_MPM,602,A,_Z,PT,CRI,A,,,0,,PU,2.33576,_Z,_T
_T,,WB_MPM_HEADCOUNT,_Z,2021,,,_T,False,WB_MPM,602,A,_Z,PT,CRI,A,,,0,,PU,1.32034,_Z,_T
_T,,WB_MPM_HEADCOUNT,_Z,2022,,,_T,False,WB_MPM,602,A,_Z,PT,CRI,A,,,0,,PU,1.00342,_Z,_T
_T,,WB_MPM_HEADCOUNT,_Z,2023,,,_T,True,WB_MPM,602,A,_Z,PT,CRI,A,,,0,,PU,0.927472,_Z,_T
_T,,WB_MPM_HEADCOUNT,_Z,2009,,,_T,False,WB_MPM,602,A,_Z,PT,CYP,A,,,0,,PU,2.45203,_Z,_T
_T,,WB_MPM_HEADCOUNT,_Z,2010,,,_T,False,WB_MPM,602,A,_Z,PT,CYP,A,,,0,,PU,2.55711,_Z,_T
_T,,WB_MPM_HEADCOUNT,_Z,2011,,,_T,False,WB_MPM,602,A,_Z,PT,CYP,A,,,0,,PU,2.04031,_Z,_T
_T,,WB_MPM_HEADCOUNT,_Z,2012,,,_T,False,WB_MPM,602,A,_Z,PT,CYP,A,,,0,,PU,1.86777,_Z,_T
_T,,WB_MPM_HEADCOUNT,_Z,2013,,,_T,False,WB_MPM,602,A,_Z,PT,CYP,A,,,0,,PU,1.90619,_Z,_T
_T,,WB_MPM_HEADCOUNT,_Z,2014,,,_T,False,WB_MPM,602,A,_Z,PT,CYP,A,,,0,,PU,1.56006,_Z,_T
_T,,WB_MPM_HEADCOUNT,_Z,2015,,,_T,False,WB_MPM,602,A,_Z,PT,CYP,A,,,0,,PU,1.60196,_Z,_T
_T,,WB_MPM_HEADCOUNT,_Z,2016,,,_T,False,WB_MPM,602,A,_Z,PT,CYP,A,,,0,,PU,1.53303,_Z,_T
_T,,WB_MPM_HEADCOUNT,_Z,2017,,,_T,False,WB_MPM,602,A,_Z,PT,CYP,A,,,0,,PU,1.38792,_Z,_T
_T,,WB_MPM_HEADCOUNT,_Z,2018,,,_T,False,WB_MPM,602,A,_Z,PT,CYP,A,,,0,,PU,1.27761,_Z,_T
_T,,WB_MPM_HEADCOUNT,_Z,2019,,,_T,False,WB_MPM,602,A,_Z,PT,CYP,A,,,0,,PU,1.2335,_Z,_T
_T,,WB_MPM_HEADCOUNT,_Z,2020,,,_T,False,WB_MPM,602,A,_Z,PT,CYP,A,,,0,,PU,1.0699,_Z,_T
_T,,WB_MPM_HEADCOUNT,_Z,2021,,,_T,True,WB_MPM,602,A,_Z,PT,CYP,A,,,0,,PU,0.917343,_Z,_T
_T,,WB_MPM_HEADCOUNT,_Z,2009,,,_T,False,WB_MPM,602,A,_Z,PT,CZE,A,,,0,,PU,0.0120356,_Z,_T
_T,,WB_MPM_HEADCOUNT,_Z,2010,,,_T,False,WB_MPM,602,A,_Z,PT,CZE,A,,,0,,PU,0.0507984,_Z,_T
_T,,WB_MPM_HEADCOUNT,_Z,2011,,,_T,False,WB_MPM,602,A,_Z,PT,CZE,A,,,0,,PU,0.063458,_Z,_T
_T,,WB_MPM_HEADCOUNT,_Z,2012,,,_T,False,WB_MPM,602,A,_Z,PT,CZE,A,,,0,,PU,0.0484445,_Z,_T
_T,,WB_MPM_HEADCOUNT,_Z,2013,,,_T,False,WB_MPM,602,A,_Z,PT,CZE,A,,,0,,PU,0.0596417,_Z,_T
_T,,WB_MPM_HEADCOUNT,_Z,2014,,,_T,False,WB_MPM,602,A,_Z,PT,CZE,A,,,0,,PU,0,_Z,_T
_T,,WB_MPM_HEADCOUNT,_Z,2015,,,_T,False,WB_MPM,602,A,_Z,PT,CZE,A,,,0,,PU,0.0087645,_Z,_T
_T,,WB_MPM_HEADCOUNT,_Z,2016,,,_T,False,WB_MPM,602,A,_Z,PT,CZE,A,,,0,,PU,0.0030208,_Z,_T
_T,,WB_MPM_HEADCOUNT,_Z,2017,,,_T,False,WB_MPM,602,A,_Z,PT,CZE,A,,,0,,PU,0.0029458,_Z,_T
_T,,WB_MPM_HEADCOUNT,_Z,2018,,,_T,False,WB_MPM,602,A,_Z,PT,CZE,A,,,0,,PU,0.0121184,_Z,_T
_T,,WB_MPM_HEADCOUNT,_Z,2019,,,_T,False,WB_MPM,602,A,_Z,PT,CZE,A,,,0,,PU,0.0020202,_Z,_T
_T,,WB_MPM_HEADCOUNT,_Z,2020,,,_T,False,WB_MPM,602,A,_Z,PT,CZE,A,,,0,,PU,0.0081422,_Z,_T
_T,,WB_MPM_HEADCOUNT,_Z,2021,,,_T,True,WB_MPM,602,A,_Z,PT,CZE,A,,,0,,PU,0.0906797,_Z,_T
_T,,WB_MPM_HEADCOUNT,_Z,2010,,,_T,False,WB_MPM,602,A,_Z,PT,DEU,A,,,0,,PU,0.15265,_Z,_T
_T,,WB_MPM_HEADCOUNT,_Z,2011,,,_T,False,WB_MPM,602,A,_Z,PT,DEU,A,,,0,,PU,0.11106,_Z,_T
_T,,WB_MPM_HEADCOUNT,_Z,2012,,,_T,False,WB_MPM,602,A,_Z,PT,DEU,A,,,0,,PU,0.11819,_Z,_T
_T,,WB_MPM_HEADCOUNT,_Z,2013,,,_T,False,WB_MPM,602,A,_Z,PT,DEU,A,,,0,,PU,0.10429,_Z,_T
_T,,WB_MPM_HEADCOUNT,_Z,2014,,,_T,False,WB_MPM,602,A,_Z,PT,DEU,A,,,0,,PU,0.24084,_Z,_T
_T,,WB_MPM_HEADCOUNT,_Z,2015,,,_T,False,WB_MPM,602,A,_Z,PT,DEU,A,,,0,,PU,0.08392,_Z,_T
_T,,WB_MPM_HEADCOUNT,_Z,2016,,,_T,False,WB_MPM,602,A,_Z,PT,DEU,A,,,0,,PU,0.1723,_Z,_T
_T,,WB_MPM_HEADCOUNT,_Z,2017,,,_T,False,WB_MPM,602,A,_Z,PT,DEU,A,,,0,,PU,0.23205,_Z,_T
_T,,WB_MPM_HEADCOUNT,_Z,2018,,,_T,False,WB_MPM,602,A,_Z,PT,DEU,A,,,0,,PU,0.167,_Z,_T
_T,,WB_MPM_HEADCOUNT,_Z,2019,,,_T,False,WB_MPM,602,A,_Z,PT,DEU,A,,,0,,PU,0.25983,_Z,_T
_T,,WB_MPM_HEADCOUNT,_Z,2020,,,_T,True,WB_MPM,602,A,_Z,PT,DEU,A,,,0,,PU,0.32182,_Z,_T
_T,,WB_MPM_HEADCOUNT,_Z,2012,,,_T,False,WB_MPM,602,A,_Z,PT,DJI,A,,,0,,PU,33.7544,_Z,_T
_T,,WB_MPM_HEADCOUNT,_Z,2017,,,_T,True,WB_MPM,602,A,_Z,PT,DJI,A,,,0,,PU,29.279,_Z,_T
_T,,WB_MPM_HEADCOUNT,_Z,2009,,,_T,False,WB_MPM,602,A,_Z,PT,DNK,A,,,0,,PU,2.156,_Z,_T
_T,,WB_MPM_HEADCOUNT,_Z,2010,,,_T,False,WB_MPM,602,A,_Z,PT,DNK,A,,,0,,PU,1.1873,_Z,_T
_T,,WB_MPM_HEADCOUNT,_Z,2011,,,_T,False,WB_MPM,602,A,_Z,PT,DNK,A,,,0,,PU,1.02487,_Z,_T
_T,,WB_MPM_HEADCOUNT,_Z,2012,,,_T,False,WB_MPM,602,A,_Z,PT,DNK,A,,,0,,PU,1.14208,_Z,_T
_T,,WB_MPM_HEADCOUNT,_Z,2013,,,_T,False,WB_MPM,602,A,_Z,PT,DNK,A,,,0,,PU,1.57873,_Z,_T
_T,,WB_MPM_HEADCOUNT,_Z,2014,,,_T,False,WB_MPM,602,A,_Z,PT,DNK,A,,,0,,PU,1.98758,_Z,_T
_T,,WB_MPM_HEADCOUNT,_Z,2015,,,_T,False,WB_MPM,602,A,_Z,PT,DNK,A,,,0,,PU,1.02083,_Z,_T
_T,,WB_MPM_HEADCOUNT,_Z,2016,,,_T,False,WB_MPM,602,A,_Z,PT,DNK,A,,,0,,PU,0.636033,_Z,_T
_T,,WB_MPM_HEADCOUNT,_Z,2017,,,_T,False,WB_MPM,602,A,_Z,PT,DNK,A,,,0,,PU,0.535937,_Z,_T
_T,,WB_MPM_HEADCOUNT,_Z,2018,,,_T,False,WB_MPM,602,A,_Z,PT,DNK,A,,,0,,PU,0.451877,_Z,_T
_T,,WB_MPM_HEADCOUNT,_Z,2019,,,_T,False,WB_MPM,602,A,_Z,PT,DNK,A,,,0,,PU,0.700208,_Z,_T
_T,,WB_MPM_HEADCOUNT,_Z,2020,,,_T,False,WB_MPM,602,A,_Z,PT,DNK,A,,,0,,PU,0.788548,_Z,_T
_T,,WB_MPM_HEADCOUNT,_Z,2021,,,_T,True,WB_MPM,602,A,_Z,PT,DNK,A,,,0,,PU,0.741307,_Z,_T
_T,,WB_MPM_HEADCOUNT,_Z,2010,,,_T,False,WB_MPM,602,A,_Z,PT,DOM,A,,,0,,PU,6.19622,_Z,_T
_T,,WB_MPM_HEADCOUNT,_Z,2011,,,_T,False,WB_MPM,602,A,_Z,PT,DOM,A,,,0,,PU,6.53587,_Z,_T
_T,,WB_MPM_HEADCOUNT,_Z,2012,,,_T,False,WB_MPM,602,A,_Z,PT,DOM,A,,,0,,PU,5.85637,_Z,_T
_T,,WB_MPM_HEADCOUNT,_Z,2013,,,_T,False,WB_MPM,602,A,_Z,PT,DOM,A,,,0,,PU,5.12479,_Z,_T
_T,,WB_MPM_HEADCOUNT,_Z,2014,,,_T,False,WB_MPM,602,A,_Z,PT,DOM,A,,,0,,PU,5.06051,_Z,_T
_T,,WB_MPM_HEADCOUNT,_Z,2015,,,_T,False,WB_MPM,602,A,_Z,PT,DOM,A,,,0,,PU,4.13301,_Z,_T
_T,,WB_MPM_HEADCOUNT,_Z,2016,,,_T,False,WB_MPM,602,A,_Z,PT,DOM,A,,,0,,PU,3.5489,_Z,_T
_T,,WB_MPM_HEADCOUNT,_Z,2017,,,_T,False,WB_MPM,602,A,_Z,PT,DOM,A,,,0,,PU,2.79818,_Z,_T
_T,,WB_MPM_HEADCOUNT,_Z,2018,,,_T,False,WB_MPM,602,A,_Z,PT,DOM,A,,,0,,PU,2.42865,_Z,_T
_T,,WB_MPM_HEADCOUNT,_Z,2019,,,_T,False,WB_MPM,602,A,_Z,PT,DOM,A,,,0,,PU,2.41235,_Z,_T
_T,,WB_MPM_HEADCOUNT,_Z,2020,,,_T,False,WB_MPM,602,A,_Z,PT,DOM,A,,,0,,PU,2.86232,_Z,_T
_T,,WB_MPM_HEADCOUNT,_Z,2021,,,_T,False,WB_MPM,602,A,_Z,PT,DOM,A,,,0,,PU,1.81327,_Z,_T
_T,,WB_MPM_HEADCOUNT,_Z,2022,,,_T,True,WB_MPM,602,A,_Z,PT,DOM,A,,,0,,PU,2.04203,_Z,_T
_T,,WB_MPM_HEADCOUNT,_Z,2010,,,_T,False,WB_MPM,602,A,_Z,PT,ECU,A,,,0,,PU,6.80383,_Z,_T
_T,,WB_MPM_HEADCOUNT,_Z,2011,,,_T,False,WB_MPM,602,A,_Z,PT,ECU,A,,,0,,PU,5.79746,_Z,_T
_T,,WB_MPM_HEADCOUNT,_Z,2012,,,_T,False,WB_MPM,602,A,_Z,PT,ECU,A,,,0,,PU,5.51285,_Z,_T
_T,,WB_MPM_HEADCOUNT,_Z,2013,,,_T,False,WB_MPM,602,A,_Z,PT,ECU,A,,,0,,PU,4.13324,_Z,_T
_T,,WB_MPM_HEADCOUNT,_Z,2014,,,_T,False,WB_MPM,602,A,_Z,PT,ECU,A,,,0,,PU,3.22439,_Z,_T
_T,,WB_MPM_HEADCOUNT,_Z,2015,,,_T,False,WB_MPM,602,A,_Z,PT,ECU,A,,,0,,PU,4.02405,_Z,_T
_T,,WB_MPM_HEADCOUNT,_Z,2016,,,_T,False,WB_MPM,602,A,_Z,PT,ECU,A,,,0,,PU,4.20498,_Z,_T
_T,,WB_MPM_HEADCOUNT,_Z,2017,,,_T,False,WB_MPM,602,A,_Z,PT,ECU,A,,,0,,PU,3.74026,_Z,_T
_T,,WB_MPM_HEADCOUNT,_Z,2018,,,_T,False,WB_MPM,602,A,_Z,PT,ECU,A,,,0,,PU,3.8282,_Z,_T
_T,,WB_MPM_HEADCOUNT,_Z,2019,,,_T,False,WB_MPM,602,A,_Z,PT,ECU,A,,,0,,PU,4.17845,_Z,_T
_T,,WB_MPM_HEADCOUNT,_Z,2020,,,_T,False,WB_MPM,602,A,_Z,PT,ECU,A,,,0,,PU,7.06959,_Z,_T
_T,,WB_MPM_HEADCOUNT,_Z,2021,,,_T,False,WB_MPM,602,A,_Z,PT,ECU,A,,,0,,PU,4.25216,_Z,_T
_T,,WB_MPM_HEADCOUNT,_Z,2022,,,_T,False,WB_MPM,602,A,_Z,PT,ECU,A,,,0,,PU,4.04004,_Z,_T
_T,,WB_MPM_HEADCOUNT,_Z,2023,,,_T,True,WB_MPM,602,A,_Z,PT,ECU,A,,,0,,PU,4.71578,_Z,_T
_T,,WB_MPM_HEADCOUNT,_Z,2010,,,_T,False,WB_MPM,602,A,_Z,PT,EGY,A,,,0,,PU,3.45262,_Z,_T
_T,,WB_MPM_HEADCOUNT,_Z,2012,,,_T,False,WB_MPM,602,A,_Z,PT,EGY,A,,,0,,PU,2.91022,_Z,_T
_T,,WB_MPM_HEADCOUNT,_Z,2015,,,_T,False,WB_MPM,602,A,_Z,PT,EGY,A,,,0,,PU,2.62304,_Z,_T
_T,,WB_MPM_HEADCOUNT,_Z,2017,,,_T,False,WB_MPM,602,A,_Z,PT,EGY,A,,,0,,PU,3.45399,_Z,_T
_T,,WB_MPM_HEADCOUNT,_Z,2019,,,_T,True,WB_MPM,602,A,_Z,PT,EGY,A,,,0,,PU,2.28992,_Z,_T
_T,,WB_MPM_HEADCOUNT,_Z,2009,,,_T,False,WB_MPM,602,A,_Z,PT,ESP,A,,,0,,PU,2.80654,_Z,_T
_T,,WB_MPM_HEADCOUNT,_Z,2010,,,_T,False,WB_MPM,602,A,_Z,PT,ESP,A,,,0,,PU,3.04388,_Z,_T
_T,,WB_MPM_HEADCOUNT,_Z,2011,,,_T,False,WB_MPM,602,A,_Z,PT,ESP,A,,,0,,PU,3.04198,_Z,_T
_T,,WB_MPM_HEADCOUNT,_Z,2012,,,_T,False,WB_MPM,602,A,_Z,PT,ESP,A,,,0,,PU,2.6116,_Z,_T
_T,,WB_MPM_HEADCOUNT,_Z,2013,,,_T,False,WB_MPM,602,A,_Z,PT,ESP,A,,,0,,PU,5.07935,_Z,_T
_T,,WB_MPM_HEADCOUNT,_Z,2014,,,_T,False,WB_MPM,602,A,_Z,PT,ESP,A,,,0,,PU,5.09542,_Z,_T
_T,,WB_MPM_HEADCOUNT,_Z,2015,,,_T,False,WB_MPM,602,A,_Z,PT,ESP,A,,,0,,PU,4.80234,_Z,_T
_T,,WB_MPM_HEADCOUNT,_Z,2016,,,_T,False,WB_MPM,602,A,_Z,PT,ESP,A,,,0,,PU,4.5516,_Z,_T
_T,,WB_MPM_HEADCOUNT,_Z,2017,,,_T,False,WB_MPM,602,A,_Z,PT,ESP,A,,,0,,PU,4.00298,_Z,_T
_T,,WB_MPM_HEADCOUNT,_Z,2018,,,_T,False,WB_MPM,602,A,_Z,PT,ESP,A,,,0,,PU,3.78474,_Z,_T
_T,,WB_MPM_HEADCOUNT,_Z,2019,,,_T,False,WB_MPM,602,A,_Z,PT,ESP,A,,,0,,PU,3.46431,_Z,_T
_T,,WB_MPM_HEADCOUNT,_Z,2020,,,_T,False,WB_MPM,602,A,_Z,PT,ESP,A,,,0,,PU,3.98203,_Z,_T
_T,,WB_MPM_HEADCOUNT,_Z,2021,,,_T,True,WB_MPM,602,A,_Z,PT,ESP,A,,,0,,PU,3.33269,_Z,_T
_T,,WB_MPM_HEADCOUNT,_Z,2009,,,_T,False,WB_MPM,602,A,_Z,PT,EST,A,,,0,,PU,0.638993,_Z,_T
_T,,WB_MPM_HEADCOUNT,_Z,2010,,,_T,False,WB_MPM,602,A,_Z,PT,EST,A,,,0,,PU,0.833256,_Z,_T
_T,,WB_MPM_HEADCOUNT,_Z,2011,,,_T,False,WB_MPM,602,A,_Z,PT,EST,A,,,0,,PU,1.04578,_Z,_T
_T,,WB_MPM_HEADCOUNT,_Z,2012,,,_T,False,WB_MPM,602,A,_Z,PT,EST,A,,,0,,PU,0.8057,_Z,_T
_T,,WB_MPM_HEADCOUNT,_Z,2013,,,_T,False,WB_MPM,602,A,_Z,PT,EST,A,,,0,,PU,0.920172,_Z,_T
_T,,WB_MPM_HEADCOUNT,_Z,2014,,,_T,False,WB_MPM,602,A,_Z,PT,EST,A,,,0,,PU,0.898713,_Z,_T
_T,,WB_MPM_HEADCOUNT,_Z,2015,,,_T,False,WB_MPM,602,A,_Z,PT,EST,A,,,0,,PU,0.652662,_Z,_T
_T,,WB_MPM_HEADCOUNT,_Z,2016,,,_T,False,WB_MPM,602,A,_Z,PT,EST,A,,,0,,PU,0.485366,_Z,_T
_T,,WB_MPM_HEADCOUNT,_Z,2017,,,_T,False,WB_MPM,602,A,_Z,PT,EST,A,,,0,,PU,0.30184,_Z,_T
_T,,WB_MPM_HEADCOUNT,_Z,2018,,,_T,False,WB_MPM,602,A,_Z,PT,EST,A,,,0,,PU,0.258082,_Z,_T
_T,,WB_MPM_HEADCOUNT,_Z,2019,,,_T,False,WB_MPM,602,A,_Z,PT,EST,A,,,0,,PU,0.6373,_Z,_T
_T,,WB_MPM_HEADCOUNT,_Z,2020,,,_T,False,WB_MPM,602,A,_Z,PT,EST,A,,,0,,PU,0.376599,_Z,_T
_T,,WB_MPM_HEADCOUNT,_Z,2021,,,_T,True,WB_MPM,602,A,_Z,PT,EST,A,,,0,,PU,0.364226,_Z,_T
_T,,WB_MPM_HEADCOUNT,_Z,2010,,,_T,False,WB_MPM,602,A,_Z,PT,ETH,A,,,0,,PU,81.7462,_Z,_T
_T,,WB_MPM_HEADCOUNT,_Z,2015,,,_T,True,WB_MPM,602,A,_Z,PT,ETH,A,,,0,,PU,72.7046,_Z,_T
_T,,WB_MPM_HEADCOUNT,_Z,2009,,,_T,False,WB_MPM,602,A,_Z,PT,FIN,A,,,0,,PU,0.82119,_Z,_T
_T,,WB_MPM_HEADCOUNT,_Z,2010,,,_T,False,WB_MPM,602,A,_Z,PT,FIN,A,,,0,,PU,0.773217,_Z,_T
_T,,WB_MPM_HEADCOUNT,_Z,2011,,,_T,False,WB_MPM,602,A,_Z,PT,FIN,A,,,0,,PU,0.668786,_Z,_T
_T,,WB_MPM_HEADCOUNT,_Z,2012,,,_T,False,WB_MPM,602,A,_Z,PT,FIN,A,,,0,,PU,0.830318,_Z,_T
_T,,WB_MPM_HEADCOUNT,_Z,2013,,,_T,False,WB_MPM,602,A,_Z,PT,FIN,A,,,0,,PU,0.830366,_Z,_T
_T,,WB_MPM_HEADCOUNT,_Z,2014,,,_T,False,WB_MPM,602,A,_Z,PT,FIN,A,,,0,,PU,0.966503,_Z,_T
_T,,WB_MPM_HEADCOUNT,_Z,2015,,,_T,False,WB_MPM,602,A,_Z,PT,FIN,A,,,0,,PU,0.937409,_Z,_T
_T,,WB_MPM_HEADCOUNT,_Z,2016,,,_T,False,WB_MPM,602,A,_Z,PT,FIN,A,,,0,,PU,1.40673,_Z,_T
_T,,WB_MPM_HEADCOUNT,_Z,2017,,,_T,False,WB_MPM,602,A,_Z,PT,FIN,A,,,0,,PU,1.55355,_Z,_T
_T,,WB_MPM_HEADCOUNT,_Z,2018,,,_T,False,WB_MPM,602,A,_Z,PT,FIN,A,,,0,,PU,1.03222,_Z,_T
_T,,WB_MPM_HEADCOUNT,_Z,2019,,,_T,False,WB_MPM,602,A,_Z,PT,FIN,A,,,0,,PU,0.976605,_Z,_T
_T,,WB_MPM_HEADCOUNT,_Z,2020,,,_T,False,WB_MPM,602,A,_Z,PT,FIN,A,,,0,,PU,1.35134,_Z,_T
_T,,WB_MPM_HEADCOUNT,_Z,2021,,,_T,True,WB_MPM,602,A,_Z,PT,FIN,A,,,0,,PU,1.51523,_Z,_T
_T,,WB_MPM_HEADCOUNT,_Z,2013,,,_T,False,WB_MPM,602,A,_Z,PT,FJI,A,,,0,,PU,0.591179,_Z,_T
_T,,WB_MPM_HEADCOUNT,_Z,2019,,,_T,True,WB_MPM,602,A,_Z,PT,FJI,A,,,0,,PU,1.60165,_Z,_T
_T,,WB_MPM_HEADCOUNT,_Z,2009,,,_T,False,WB_MPM,602,A,_Z,PT,FRA,A,,,0,,PU,0.562364,_Z,_T
_T,,WB_MPM_HEADCOUNT,_Z,2010,,,_T,False,WB_MPM,602,A,_Z,PT,FRA,A,,,0,,PU,0.720548,_Z,_T
_T,,WB_MPM_HEADCOUNT,_Z,2011,,,_T,False,WB_MPM,602,A,_Z,PT,FRA,A,,,0,,PU,0.625969,_Z,_T
_T,,WB_MPM_HEADCOUNT,_Z,2012,,,_T,False,WB_MPM,602,A,_Z,PT,FRA,A,,,0,,PU,0.523841,_Z,_T
_T,,WB_MPM_HEADCOUNT,_Z,2013,,,_T,False,WB_MPM,602,A,_Z,PT,FRA,A,,,0,,PU,1.10034,_Z,_T
_T,,WB_MPM_HEADCOUNT,_Z,2014,,,_T,False,WB_MPM,602,A,_Z,PT,FRA,A,,,0,,PU,1.06207,_Z,_T
_T,,WB_MPM_HEADCOUNT,_Z,2015,,,_T,False,WB_MPM,602,A,_Z,PT,FRA,A,,,0,,PU,1.20407,_Z,_T
_T,,WB_MPM_HEADCOUNT,_Z,2016,,,_T,False,WB_MPM,602,A,_Z,PT,FRA,A,,,0,,PU,1.74838,_Z,_T
_T,,WB_MPM_HEADCOUNT,_Z,2017,,,_T,False,WB_MPM,602,A,_Z,PT,FRA,A,,,0,,PU,1.48436,_Z,_T
_T,,WB_MPM_HEADCOUNT,_Z,2018,,,_T,False,WB_MPM,602,A,_Z,PT,FRA,A,,,0,,PU,1.63346,_Z,_T
_T,,WB_MPM_HEADCOUNT,_Z,2019,,,_T,False,WB_MPM,602,A,_Z,PT,FRA,A,,,0,,PU,0.643208,_Z,_T
_T,,WB_MPM_HEADCOUNT,_Z,2020,,,_T,False,WB_MPM,602,A,_Z,PT,FRA,A,,,0,,PU,1.04187,_Z,_T
_T,,WB_MPM_HEADCOUNT,_Z,2021,,,_T,True,WB_MPM,602,A,_Z,PT,FRA,A,,,0,,PU,1.4226,_Z,_T
_T,,WB_MPM_HEADCOUNT,_Z,2013,,,_T,True,WB_MPM,602,A,_Z,PT,FSM,A,,,0,,PU,19.9689,_Z,_T
_T,,WB_MPM_HEADCOUNT,_Z,2017,,,_T,True,WB_MPM,602,A,_Z,PT,GAB,A,,,0,,PU,8.36343,_Z,_T
_T,,WB_MPM_HEADCOUNT,_Z,2010,,,_T,False,WB_MPM,602,A,_Z,PT,GBR,A,,,0,,PU,0.43561,_Z,_T
_T,,WB_MPM_HEADCOUNT,_Z,2011,,,_T,False,WB_MPM,602,A,_Z,PT,GBR,A,,,0,,PU,0.39297,_Z,_T
_T,,WB_MPM_HEADCOUNT,_Z,2012,,,_T,False,WB_MPM,602,A,_Z,PT,GBR,A,,,0,,PU,0.43124,_Z,_T
_T,,WB_MPM_HEADCOUNT,_Z,2013,,,_T,False,WB_MPM,602,A,_Z,PT,GBR,A,,,0,,PU,0.22952,_Z,_T
_T,,WB_MPM_HEADCOUNT,_Z,2014,,,_T,False,WB_MPM,602,A,_Z,PT,GBR,A,,,0,,PU,0.35799,_Z,_T
_T,,WB_MPM_HEADCOUNT,_Z,2015,,,_T,False,WB_MPM,602,A,_Z,PT,GBR,A,,,0,,PU,0.3643,_Z,_T
_T,,WB_MPM_HEADCOUNT,_Z,2016,,,_T,False,WB_MPM,602,A,_Z,PT,GBR,A,,,0,,PU,0.42134,_Z,_T
_T,,WB_MPM_HEADCOUNT,_Z,2017,,,_T,False,WB_MPM,602,A,_Z,PT,GBR,A,,,0,,PU,0.40491,_Z,_T
_T,,WB_MPM_HEADCOUNT,_Z,2018,,,_T,False,WB_MPM,602,A,_Z,PT,GBR,A,,,0,,PU,0.46475,_Z,_T
_T,,WB_MPM_HEADCOUNT,_Z,2019,,,_T,False,WB_MPM,602,A,_Z,PT,GBR,A,,,0,,PU,0.40067,_Z,_T
_T,,WB_MPM_HEADCOUNT,_Z,2020,,,_T,False,WB_MPM,602,A,_Z,PT,GBR,A,,,0,,PU,0.5617,_Z,_T
_T,,WB_MPM_HEADCOUNT,_Z,2021,,,_T,True,WB_MPM,602,A,_Z,PT,GBR,A,,,0,,PU,0.39868,_Z,_T
_T,,WB_MPM_HEADCOUNT,_Z,2010,,,_T,False,WB_MPM,602,A,_Z,PT,GEO,A,,,0,,PU,14.5159,_Z,_T
_T,,WB_MPM_HEADCOUNT,_Z,2011,,,_T,False,WB_MPM,602,A,_Z,PT,GEO,A,,,0,,PU,13.4332,_Z,_T
_T,,WB_MPM_HEADCOUNT,_Z,2012,,,_T,False,WB_MPM,602,A,_Z,PT,GEO,A,,,0,,PU,11.0012,_Z,_T
_T,,WB_MPM_HEADCOUNT,_Z,2013,,,_T,False,WB_MPM,602,A,_Z,PT,GEO,A,,,0,,PU,8.10329,_Z,_T
_T,,WB_MPM_HEADCOUNT,_Z,2014,,,_T,False,WB_MPM,602,A,_Z,PT,GEO,A,,,0,,PU,6.12704,_Z,_T
_T,,WB_MPM_HEADCOUNT,_Z,2015,,,_T,False,WB_MPM,602,A,_Z,PT,GEO,A,,,0,,PU,4.89266,_Z,_T
_T,,WB_MPM_HEADCOUNT,_Z,2016,,,_T,False,WB_MPM,602,A,_Z,PT,GEO,A,,,0,,PU,4.95834,_Z,_T
_T,,WB_MPM_HEADCOUNT,_Z,2017,,,_T,False,WB_MPM,602,A,_Z,PT,GEO,A,,,0,,PU,6.2576,_Z,_T
_T,,WB_MPM_HEADCOUNT,_Z,2018,,,_T,False,WB_MPM,602,A,_Z,PT,GEO,A,,,0,,PU,5.59895,_Z,_T
_T,,WB_MPM_HEADCOUNT,_Z,2019,,,_T,False,WB_MPM,602,A,_Z,PT,GEO,A,,,0,,PU,4.84863,_Z,_T
_T,,WB_MPM_HEADCOUNT,_Z,2020,,,_T,False,WB_MPM,602,A,_Z,PT,GEO,A,,,0,,PU,5.82521,_Z,_T
_T,,WB_MPM_HEADCOUNT,_Z,2021,,,_T,False,WB_MPM,602,A,_Z,PT,GEO,A,,,0,,PU,5.49365,_Z,_T
_T,,WB_MPM_HEADCOUNT,_Z,2022,,,_T,True,WB_MPM,602,A,_Z,PT,GEO,A,,,0,,PU,4.29361,_Z,_T
